Date,Time ,X,Y,Z
2023-02-25 18:36:30.379,"Time: 71 ms, ",18.14,-99.29,-3.61
2023-02-25 18:36:30.450,"Time: 70 ms, ",15.75,-101.46,-11.87
2023-02-25 18:36:30.521,"Time: 71 ms, ",15.15,-101.12,-22.91
2023-02-25 18:36:30.591,"Time: 71 ms, ",19.17,-100.78,-9.38
2023-02-25 18:36:30.662,"Time: 71 ms, ",15.89,-101.43,-15.64
2023-02-25 18:36:30.733,"Time: 71 ms, ",17.46,-99.45,-17.1
2023-02-25 18:36:30.804,"Time: 70 ms, ",17.97,-98.74,-9.51
2023-02-25 18:36:30.874,"Time: 71 ms, ",15.32,-103.39,-17.26
2023-02-25 18:36:30.945,"Time: 71 ms, ",15.59,-97.64,-18.43
2023-02-25 18:36:31.016,"Time: 71 ms, ",16.7,-102.87,-8.87
2023-02-25 18:36:31.087,"Time: 70 ms, ",15.64,-101.97,-11.82
2023-02-25 18:36:31.157,"Time: 71 ms, ",12.84,-99.62,-18.79
2023-02-25 18:36:31.228,"Time: 71 ms, ",16.81,-97.94,-17.92
2023-02-25 18:36:31.299,"Time: 71 ms, ",18.12,-100.28,-9.59
2023-02-25 18:36:31.370,"Time: 70 ms, ",12.11,-101.9,-15.31
2023-02-25 18:36:31.440,"Time: 71 ms, ",15.47,-105.63,-11.6
2023-02-25 18:36:31.511,"Time: 71 ms, ",16.56,-104.38,-11.62
2023-02-25 18:36:31.581,"Time: 70 ms, ",14.49,-100.65,-16.64
2023-02-25 18:36:31.652,"Time: 71 ms, ",18.69,-100.37,-7.45
2023-02-25 18:36:31.723,"Time: 71 ms, ",14.76,-103.54,-19.12
2023-02-25 18:36:31.794,"Time: 71 ms, ",15.12,-96.81,-12.66
2023-02-25 18:36:31.865,"Time: 70 ms, ",16.97,-98.52,-14.83
2023-02-25 18:36:31.936,"Time: 71 ms, ",13.96,-102.1,-15.98
2023-02-25 18:36:32.006,"Time: 71 ms, ",15.1,-98.27,-18.14
2023-02-25 18:36:32.077,"Time: 71 ms, ",21.18,-97.17,-3.27
2023-02-25 18:36:32.148,"Time: 70 ms, ",16.19,-96.61,-26.7
2023-02-25 18:36:32.218,"Time: 71 ms, ",14.29,-102.47,-19.8
2023-02-25 18:36:32.289,"Time: 71 ms, ",17.66,-99.85,-1.34
2023-02-25 18:36:32.360,"Time: 71 ms, ",17.69,-98.3,-22.29
2023-02-25 18:36:32.431,"Time: 70 ms, ",16.98,-96.69,-19.14
2023-02-25 18:36:32.502,"Time: 71 ms, ",21.77,-101.48,-0.7
2023-02-25 18:36:32.572,"Time: 71 ms, ",13.61,-99.89,-17.77
2023-02-25 18:36:32.643,"Time: 71 ms, ",15.47,-98.71,-11.68
2023-02-25 18:36:32.714,"Time: 70 ms, ",20.74,-101.11,-4.19
2023-02-25 18:36:32.785,"Time: 71 ms, ",13.29,-98.54,-23.65
2023-02-25 18:36:32.855,"Time: 71 ms, ",16.09,-101.01,-17.81
2023-02-25 18:36:32.926,"Time: 71 ms, ",17.08,-96.18,-4.85
2023-02-25 18:36:32.997,"Time: 70 ms, ",15.94,-101.43,-16.88
2023-02-25 18:36:33.068,"Time: 71 ms, ",13.98,-97.67,-23.97
2023-02-25 18:36:33.138,"Time: 71 ms, ",16.87,-101.31,-5.43
2023-02-25 18:36:33.209,"Time: 71 ms, ",14.59,-100.21,-17.44
2023-02-25 18:36:33.280,"Time: 70 ms, ",16.6,-96.31,-12.71
2023-02-25 18:36:33.350,"Time: 71 ms, ",18.37,-99.26,-10.1
2023-02-25 18:36:33.421,"Time: 71 ms, ",12.59,-104.38,-24.95
2023-02-25 18:36:33.492,"Time: 71 ms, ",16.47,-98.16,-11.07
2023-02-25 18:36:33.563,"Time: 70 ms, ",18.3,-100.65,-0.22
2023-02-25 18:36:33.633,"Time: 71 ms, ",13.54,-102.11,-20.43
2023-02-25 18:36:33.704,"Time: 71 ms, ",-109.07,-33.15,-45.32
2023-02-25 18:36:33.775,"Time: 71 ms, ",22.25,-101.46,5.41
2023-02-25 18:36:33.846,"Time: 70 ms, ",12.68,-96.39,-24.84
2023-02-25 18:36:33.916,"Time: 71 ms, ",14.6,-99.27,-20.1
2023-02-25 18:36:33.987,"Time: 71 ms, ",19.27,-102.94,-4.17
2023-02-25 18:36:34.058,"Time: 70 ms, ",15.43,-102.32,-20.42
2023-02-25 18:36:34.129,"Time: 71 ms, ",16.44,-103.38,-18.1
2023-02-25 18:36:34.199,"Time: 71 ms, ",18.48,-100.45,-6.41
2023-02-25 18:36:34.270,"Time: 71 ms, ",16.5,-97.91,-21.68
2023-02-25 18:36:34.341,"Time: 70 ms, ",15.49,-101.06,-14.29
2023-02-25 18:36:34.411,"Time: 71 ms, ",20.76,-98.56,2.06
2023-02-25 18:36:34.482,"Time: 71 ms, ",14.97,-104.06,-22.66
2023-02-25 18:36:34.553,"Time: 71 ms, ",16.49,-101.68,-16.09
2023-02-25 18:36:34.624,"Time: 71 ms, ",19.47,-100.04,1.62
2023-02-25 18:36:34.695,"Time: 70 ms, ",14.5,-102.51,-22.4
2023-02-25 18:36:34.766,"Time: 71 ms, ",16.61,-101.06,-19.19
2023-02-25 18:36:34.836,"Time: 71 ms, ",17.25,-98.9,-6.92
2023-02-25 18:36:34.907,"Time: 70 ms, ",14.7,-99.94,-17.81
2023-02-25 18:36:34.978,"Time: 71 ms, ",14.47,-96.95,-22.19
2023-02-25 18:36:35.048,"Time: 71 ms, ",19.85,-98.02,-1.34
2023-02-25 18:36:35.119,"Time: 71 ms, ",16,-99.87,-15.32
2023-02-25 18:36:35.190,"Time: 71 ms, ",15.72,-100.85,-17.26
2023-02-25 18:36:35.261,"Time: 70 ms, ",14.55,-100.59,-11.01
2023-02-25 18:36:35.332,"Time: 71 ms, ",17.61,-99.44,-13.44
2023-02-25 18:36:35.402,"Time: 71 ms, ",16.99,-100.31,-15.52
2023-02-25 18:36:35.473,"Time: 71 ms, ",16.48,-100.37,-20.5
2023-02-25 18:36:35.544,"Time: 70 ms, ",16.63,-100.11,-8.72
2023-02-25 18:36:35.615,"Time: 71 ms, ",17.42,-101.94,-10.95
2023-02-25 18:36:35.685,"Time: 71 ms, ",12.92,-100,-24.05
2023-02-25 18:36:35.756,"Time: 71 ms, ",5.42,-99.68,-28.25
2023-02-25 18:36:35.827,"Time: 70 ms, ",16.41,-99.87,0.07
2023-02-25 18:36:35.897,"Time: 71 ms, ",15.44,-102.16,-22.01
2023-02-25 18:36:35.968,"Time: 71 ms, ",20.34,-94.81,-9.27
2023-02-25 18:36:36.039,"Time: 71 ms, ",14.34,-98.79,-17.53
2023-02-25 18:36:36.110,"Time: 70 ms, ",16.56,-98.25,-14.44
2023-02-25 18:36:36.180,"Time: 71 ms, ",16.99,-100.48,-3.11
2023-02-25 18:36:36.251,"Time: 71 ms, ",16.02,-100.6,-18.81
2023-02-25 18:36:36.322,"Time: 71 ms, ",16.71,-98.86,-17.48
2023-02-25 18:36:36.393,"Time: 70 ms, ",15.56,-100.26,-6.16
2023-02-25 18:36:36.463,"Time: 71 ms, ",16.24,-100.1,-20.74
2023-02-25 18:36:36.534,"Time: 71 ms, ",15.55,-99.02,-13.83
2023-02-25 18:36:36.605,"Time: 71 ms, ",15.15,-101.84,-6.73
2023-02-25 18:36:36.676,"Time: 70 ms, ",16.08,-99.89,-14.2
2023-02-25 18:36:36.747,"Time: 71 ms, ",13.49,-101.62,-22.69
2023-02-25 18:36:36.817,"Time: 71 ms, ",17.83,-97.91,-11.54
2023-02-25 18:36:36.888,"Time: 71 ms, ",19.42,-97.25,-3.92
2023-02-25 18:36:36.959,"Time: 70 ms, ",15.63,-99.95,-20.3
2023-02-25 18:36:37.030,"Time: 71 ms, ",17.47,-97.66,-14.65
2023-02-25 18:36:37.100,"Time: 71 ms, ",17.13,-98.63,-10.41
2023-02-25 18:36:37.171,"Time: 71 ms, ",16.49,-96.3,-17.18
2023-02-25 18:36:37.242,"Time: 70 ms, ",14.21,-102.31,-8.57
2023-02-25 18:36:37.312,"Time: 71 ms, ",17.1,-103.14,-16.24
2023-02-25 18:36:37.383,"Time: 71 ms, ",14.23,-101.94,-16.02
2023-02-25 18:36:37.454,"Time: 70 ms, ",17.97,-102.47,-12.48
2023-02-25 18:36:37.525,"Time: 71 ms, ",15.93,-100.87,-20.17
2023-02-25 18:36:37.595,"Time: 71 ms, ",15.27,-102.05,-18.81
2023-02-25 18:36:37.666,"Time: 71 ms, ",18.48,-100.67,-4.3
2023-02-25 18:36:37.737,"Time: 70 ms, ",16.91,-98.88,-19.13
2023-02-25 18:36:37.808,"Time: 71 ms, ",15.09,-98.46,-12.6
2023-02-25 18:36:37.878,"Time: 71 ms, ",18.19,-97.73,-5.18
2023-02-25 18:36:37.949,"Time: 71 ms, ",15.65,-100.43,-20.01
